ServerName,FieldName,CurrentValue,ProposedValue
dc5719wap42,Purpose,,IIS Server (Password reset tool)
dc5719wap42,Supportgroup,,Vendor IT Support
dc5719wap50,System,,DXC Infrastructure
dc5719wap50,Purpose,,HP FrontRange
dc5719wap56,System,,DXC Infrastructure
dc5719wap56,Purpose,,Tenncare DC SiteScope Server
dc5719wap57,System,,DXC Infrastructure
dc5719wap57,Purpose,,"New Print server for Jetadmin
replaced .51"
dc5719wap57,Supportgroup,,Vendor IT Support
dc5719wap60,System,,TPrime
dc5719wap60,Purpose,,T-Prime Dev
dc5719wap60,Supportgroup,,MMIS Support INF Windows
dc5719wap61,System,,SharePoint
dc5719wap61,Purpose,,Sharepoint
dc5719wap61,Supportgroup,,MMIS Support INF Windows
dc5719wap65,System,,Decision Analytics
dc5719wap65,Purpose,,Decision Analytics
dc5719wap65,Supportgroup,,MMIS Support INF Windows
dc5719wap67,System,,SharePoint
dc5719wap67,Purpose,,Sharepoint
dc5719wap67,Supportgroup,,MMIS Support INF Windows
dc5719wap68,System,,SharePoint
dc5719wap68,Purpose,,SharePoint 2012 Cluster Host 1
dc5719wap68,Supportgroup,,MMIS Support INF Windows
dc5719wap69,System,,SharePoint
dc5719wap69,Purpose,,SharePoint 2012 Cluster Host 2
dc5719wap69,Supportgroup,,MMIS Support INF Windows
dc5719wap70,System,,FIS - Formworks 5
dc5719wap70,Purpose,,FIS - Formworks 5
dc5719wap70,Supportgroup,,Vendor IT Support
dc5719wap71,System,,FIS - Formworks 5
dc5719wap71,Purpose,,FIS - Formworks 5
dc5719wap71,Supportgroup,,Vendor IT Support
dc5719wap72,System,,FIS - Formworks 5
dc5719wap72,Purpose,,Application Server
dc5719wap72,Supportgroup,,Vendor IT Support
dc5719wap73,System,,FIS - Formworks 5
dc5719wap73,Purpose,,FIS - Formworks 5
dc5719wap73,Supportgroup,,Vendor IT Support
dc5719wap74,System,,FIS - Formworks 5
dc5719wap74,Purpose,,FIS - Formworks 5
dc5719wap74,Supportgroup,,Vendor IT Support
dc5719wap75,System,,FIS - Formworks 5
dc5719wap75,Purpose,,FIS - Formworks 5
dc5719wap75,Supportgroup,,Vendor IT Support
dc5719wap76,System,,FIS - Formworks 5
dc5719wap76,Purpose,,FIS - Formworks 5
dc5719wap76,Supportgroup,,Vendor IT Support
dc5719wap77,System,,FIS - Formworks 5
dc5719wap77,Purpose,,FIS - Formworks 5
dc5719wap77,Supportgroup,,Vendor IT Support
dc5719wap97,System,,DXC Infrastructure
dc5719wap97,Purpose,,DEV .Net Solutions (Web Services & Console Apps)
dc5719wap97,Supportgroup,,Vendor IT Support
dc5719wat119,System,,MMIS
dc5719wat119,Purpose,,2012R2 Oracle Data Modeler/PAL
dc5719wat119,Supportgroup,,Vendor IT Support
dc5719wb02,System,,ProLaw
dc5719wb02,Purpose,,ProLaw non-prod
dc5719wb02,Supportgroup,,Vendor IT Support
dc5719wb62,System,,SharePoint
dc5719wb62,Purpose,,Sharepoint DEV SQL
dc5719wb62,Supportgroup,,MMIS Support INF Windows
dc5719wbb161,System,,DXC Infrastructure
dc5719wbb161,Purpose,,SQL Cluster
dc5719wbb161,Supportgroup,,MMIS Support INF Windows
dc5719wbb162,System,,DXC Infrastructure
dc5719wbb162,Purpose,,SQL Cluster
dc5719wbb162,Supportgroup,,MMIS Support INF Windows
dc5719wbb164,System,,MMIS
dc5719wbb164,Purpose,,File Server (SSAS)
dc5719wbb164,Supportgroup,,MMIS Support INF Windows
dc5719wbb165,System,,MMIS
dc5719wbb165,Purpose,,File Server (SSIS)
dc5719wbb165,Supportgroup,,MMIS Support INF Windows
dc5719wbb166,System,,DXC Infrastructure
dc5719wbb166,Purpose,,SQL Server
dc5719wbb166,Supportgroup,,MMIS Support INF Windows
dc5719wbb30,System,,DXC Infrastructure
dc5719wbb30,Purpose,,"VMWare Application Extension server
VMWare Update Manager Server
VMWare Download Server
Brocade Oneview SAN Manager Server
Oneview vCenter Extension Server"
dc5719wbb30,Supportgroup,,Vendor IT Support
dc5719wdb122,System,,DXC Infrastructure
dc5719wdb122,Purpose,,Tenncare Shared SQL Server
dc5719wdb122,Supportgroup,,Vendor IT Support
dc5719wfs10,System,,DXC Infrastructure
dc5719wfs10,Purpose,,Pharmacy Archive HDD Export Server
dc5719wfs10,Supportgroup,,Vendor IT Support
dc5719wl01313-t,System,,DXC Infrastructure
dc5719wl01313-t,Purpose,,Production machine for Checkpoint and Ghost.
dc5719wss180,System,,MMIS
dc5719wss180,Purpose,,State Share
dc5719wss180,Supportgroup,,MMIS Support INF Windows
dc5719wwa110,System,,DXC Infrastructure
dc5719wwa110,Purpose,,TennCare Intranet
dc5719wwa110,Supportgroup,,Vendor IT Support
dc5719wwa111,System,,DXC Infrastructure
dc5719wwa111,Purpose,,PWB NET Webserver
dc5719wwa155,System,,DXC Infrastructure
dc5719wwa155,Purpose,,DSi Hold Dev Server
dc5719wwa155,Supportgroup,,Vendor IT Support
dc5719wwa156,System,,DXC Infrastructure
dc5719wwa156,Purpose,,DSi RGC PROD Server
dc5719wwa156,Supportgroup,,Vendor IT Support
dc5719wwa157,Supportgroup,,Vendor IT Support
dc5719wwp210,System,,TCOS - TN Anytime
dc5719wwp210,Purpose,,TCOS - TN Anytime
dc5719wwp210,Supportgroup,,Vendor IT Support
dc5719wwp211,System,,TCOS - TN Anytime
dc5719wwp211,Purpose,,TCOS - TN Anytime
dc5719wwp211,Supportgroup,,Vendor IT Support
dc5719wwp212,System,,TCOS - TN Anytime
dc5719wwp212,Purpose,,TCOS - TN Anytime
dc5719wwp212,Supportgroup,,Vendor IT Support
dc5719wwp213,System,,TCOS - TN Anytime
dc5719wwp213,Purpose,,TCOS - TN Anytime
dc5719wwp213,Supportgroup,,Vendor IT Support
dc5719wwp214,System,,TCOS - TN Anytime
dc5719wwp214,Purpose,,TCOS - TN Anytime
dc5719wwp214,Supportgroup,,Vendor IT Support
dc5719wwp215,System,,TCOS - TN Anytime
dc5719wwp215,Purpose,,TCOS - TN Anytime
dc5719wwp215,Supportgroup,,Vendor IT Support
dc5719wwp216,System,,TCOS - TN Anytime
dc5719wwp216,Purpose,,TCOS - TN Anytime
dc5719wwp216,Supportgroup,,Vendor IT Support
dc5719wwp224,System,,MMIS
dc5719wwp224,Purpose,,TCOS
dc5719wwp224,Supportgroup,,Vendor IT Support
DC5719WWP35,System,,TCOS - TN Anytime
DC5719WWP35,Purpose,,TCOS - TN Anytime
DC5719WWP35,Supportgroup,,Unix Admin
dc5719wwp40,System,,TCOS - TN Anytime
dc5719wwp40,Purpose,,TCOS - TN Anytime
dc5719wwp40,Supportgroup,,Vendor IT Support
dc5719wwp41,System,,TCOS - TN Anytime
dc5719wwp41,Purpose,,TCOS - TN Anytime
dc5719wwp41,Supportgroup,,Vendor IT Support
dc5719wwp43,System,,TCOS - TN Anytime
dc5719wwp43,Purpose,,TCOS - TN Anytime
dc5719wwp43,Supportgroup,,Vendor IT Support
DC5719WWP44,System,,TCOS - TN Anytime
DC5719WWP44,Purpose,,TCOS - TN Anytime
DC5719WWP44,Supportgroup,,Vendor IT Support
dc5719wwp45,System,,TCOS - TN Anytime
dc5719wwp45,Purpose,,TCOS - TN Anytime
dc5719wwp45,Supportgroup,,Vendor IT Support
dc5719wwp46,System,,TCOS - TN Anytime
dc5719wwp46,Purpose,,TCOS - TN Anytime
dc5719wwp46,Supportgroup,,Vendor IT Support
dc5719wwp47,System,,TCOS - TN Anytime
dc5719wwp47,Purpose,,TCOS - TN Anytime
dc5719wwp47,Supportgroup,,Vendor IT Support
dc5719wwp48,System,,TCOS - TN Anytime
dc5719wwp48,Purpose,,TCOS - TN Anytime
dc5719wwp48,Supportgroup,,Vendor IT Support
dc5719wws140,System,,DXC Infrastructure
dc5719wws140,Purpose,,IIS (StaffMap) SQL Server
dc5719wws140,Supportgroup,,Vendor IT Support
OV4VC-9.0.0.1181,System,,DXC Infrastructure
OV4VC-9.0.0.1181,Purpose,,HPE OneView for VMware vCenter
OV4VC-9.0.0.1181,Supportgroup,,MMIS Support INF Windows
sgprd47calbas01,System,,DXC Infrastructure
sgprd47calbas01,Purpose,,TennCare Call Recording
tennacccwdstk,System,,Azure Analytics
tennacccwdstk,Purpose,,CrowdStrike
tennacccwdstk,Supportgroup,,Azure SW Admin GWT
tnxixcpctr1,Supportgroup,,Azure SW Admin GWT
tnxixcpctr2,Supportgroup,,Azure SW Admin GWT
tnxixcpmgm01,Supportgroup,,Azure SW Admin GWT
tnxixe1warc001,System,,Security
tnxixe1warc001,Purpose,,Azure Analytics
tnxixe1warc001,Supportgroup,,Azure SW Admin GWT
tnxixe1wccs001,System,,Security
tnxixe1wccs001,Purpose,,Azure Analytics
tnxixe1wccs001,Supportgroup,,Azure SW Admin GWT
tnxixe1wd001,System,,VM AD Domain Controller
tnxixe1wd001,Purpose,,Azure Analytics
tnxixe1wd001,Supportgroup,,Azure SW Admin GWT
tnxixe1wd002,System,,VM AD Backup Domain Controller
tnxixe1wd002,Purpose,,Azure Analytics
tnxixe1wd002,Supportgroup,,Azure SW Admin GWT
tnxixe1wmgm001,System,,VM AD Mgt. Server (Restricted)
tnxixe1wmgm001,Purpose,,Azure Analytics
tnxixe1wmgm001,Supportgroup,,Azure SW Admin GWT
tnxixe1wqly001,System,,Azure Analytics
tnxixe1wqly001,Purpose,,Security
tnxixe1wqly001,Supportgroup,,Azure SW Admin GWT
vmdeveueoc01,System,,Azure Analytics
vmdeveueoc01,Purpose,,RHEL 8 EOC migration dev
vmdeveueoc01,Supportgroup,,MMIS Support Data Warehouse Azure
vmdeveusas01,System,,Azure Analytics
vmdeveusas01,Purpose,,SAS Server (DEV)
vmdeveusas01,Supportgroup,,MMIS Support Data Warehouse Azure
vmdeveusas02,System,,Azure Analytics
vmdeveusas02,Purpose,,SAS Server (DEV)
vmdeveusas02,Supportgroup,,MMIS Support Data Warehouse Azure
vmdeveusas03,System,,Azure Analytics
vmdeveusas03,Purpose,,SAS Server (DEV)
vmdeveusas03,Supportgroup,,MMIS Support Data Warehouse Azure
vmdeveusas04,System,,Azure Analytics
vmdeveusas04,Purpose,,SAS Server (DEV)
vmdeveusas04,Supportgroup,,MMIS Support Data Warehouse Azure
vmdeveutab01,System,,Azure Analytics
vmdeveutab01,Purpose,,Tableau development server
vmdeveutab01,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeuadmin01,System,,Azure Analytics
vmprdeuadmin01,Purpose,,admin workstation
vmprdeuadmin01,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeuans01,System,,Azure Analytics
vmprdeuans01,Purpose,,SAS Server (DEV)
vmprdeuans01,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeucat01,System,,Azure Analytics
vmprdeucat01,Purpose,,CIS CAT Pro security compliance workstation
vmprdeucat01,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeudc02,System,,Azure Analytics
vmprdeudc02,Purpose,,Azure Domain Controller
vmprdeudc02,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeudgw01,System,,Azure Analytics
vmprdeudgw01,Purpose,,Azure on-premises data gateway
vmprdeudgw01,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeudgw02,System,,Azure Analytics
vmprdeudgw02,Purpose,,Azure on-premises data gateway
vmprdeudgw02,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeuds01,System,,Azure Analytics
vmprdeuds01,Purpose,,data science PROD runtime host
vmprdeuds01,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeueoc01,System,,Azure Analytics
vmprdeueoc01,Purpose,,EOC Server
vmprdeueoc01,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeueoc02,System,,Azure Analytics
vmprdeueoc02,Purpose,,EOC Server
vmprdeueoc02,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeueoc03,System,,Azure Analytics
vmprdeueoc03,Purpose,,EOC Server
vmprdeueoc03,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeujump01,System,,Azure Analytics
vmprdeujump01,Purpose,,Jumpbox server for firewall management
vmprdeujump01,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeupa02,System,,Azure Analytics
vmprdeupa02,Purpose,,Firewall virtual machine
vmprdeupa02,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeupa03,System,,Azure Analytics
vmprdeupa03,Purpose,,Firewall virtual machine
vmprdeupa03,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeupa04,System,,Azure Analytics
vmprdeupa04,Purpose,,Firewall virtual machine
vmprdeupa04,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeupa05,System,,Azure Analytics
vmprdeupa05,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeurds01,System,,Azure Analytics
vmprdeurds01,Purpose,,terminal services management host
vmprdeurds01,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeurds10,System,,Azure Analytics
vmprdeurds10,Purpose,,terminal services PROD session host
vmprdeurds10,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeusas01,System,,Azure Analytics
vmprdeusas01,Purpose,,SAS Server (PRD)
vmprdeusas01,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeusas02,System,,Azure Analytics
vmprdeusas02,Purpose,,SAS Server (PRD)
vmprdeusas02,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeusas03,System,,Azure Analytics
vmprdeusas03,Purpose,,SAS Server (PRD)
vmprdeusas03,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeusas04,System,,Azure Analytics
vmprdeusas04,Purpose,,SAS Server (PRD)
vmprdeusas04,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeuspk01,System,,Azure Analytics
vmprdeuspk01,Purpose,,Spunk Heavy Forwarder
vmprdeuspk01,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeuspk02,System,,Azure Analytics
vmprdeuspk02,Purpose,,Spunk Heavy Forwarder
vmprdeuspk02,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeuspk03,System,,Azure Analytics
vmprdeuspk03,Purpose,,Spunk Distribution Server
vmprdeuspk03,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeuspk04,System,,Azure Analytics
vmprdeuspk04,Purpose,,Splunk heavy forwarder managed by Gainwell
vmprdeuspk04,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeustw01,System,,Azure Analytics
vmprdeustw01,Purpose,,TripWire Server
vmprdeustw01,Supportgroup,,MMIS Support Data Warehouse Azure
vmprdeutab01,System,,Tableau (EOC)
vmprdeutab01,Purpose,,Azure Tableau (EOC)
vmprdeutab01,Supportgroup,,MMIS Support Data Warehouse Azure
vmsbxeuadmin01,System,,Azure Analytics
vmsbxeuadmin01,Purpose,,admin server in sandbox environment
vmsbxeuadmin01,Supportgroup,,MMIS Support Data Warehouse Azure
vmsbxeuds01,System,,Azure Analytics
vmsbxeuds01,Purpose,,data science SAND runtime host
vmsbxeuds01,Supportgroup,,MMIS Support Data Warehouse Azure
vmuateuds01,System,,Azure Analytics
vmuateuds01,Purpose,,data science UAT runtime host
vmuateuds01,Supportgroup,,MMIS Support Data Warehouse Azure
vmuateurds10,System,,Azure Analytics
vmuateurds10,Purpose,,terminal services UAT session host
vmuateurds10,Supportgroup,,MMIS Support Data Warehouse Azure
win-2ijjqtt29ru,System,,DXC Infrastructure
win-2ijjqtt29ru,Purpose,,VM Templates
